id_instance,id_conversation,user_code,transcription,id_tone,detonator_dialogue
1189,128,2,Ok adios ,0,0
1190,128,2,Igual no se que hayas visto pero por algo no lo bore ,0,0
1191,128,2,Me puedes pasar mi dinero aqui por favor ,0,0
1192,128,2,caritai ,0,0
1193,128,2,Pero meh es pura cura ,0,0
1195,128,2,Sabes tu tampoco fuiste lo mejor para nada ,1,0
1196,128,2,Son tantas cosas que me da hueva ,1,0
1197,128,1,VETE A LA VERGA ,1,0
1198,128,2,Desde un principio ,0,0
1201,128,1,Con tu dinero me limpio el qlo ,1,0
1203,128,1,Hasta crees que boy a querer algo tuyo ,1,0
1204,128,1,VETE A LA VERGA ,1,0
1205,128,2,Hasta hace poco creia que tendria algo bueno contigo ,0,0
1207,128,1,El dinero me vale verga ,1,0
1208,128,2,Ok adios ,0,0
1209,128,1,Pero si te jode no te lo dare ,1,0
1212,128,1,Eres una basura  ,1,0
1216,129,1,Minimo ya no estaras desperado por que la otra mora quiere que vayas por ela caritaTriste ,1,1
1218,129,1,Por que tu novia esta bien pendeja y los sabes ,1,0
1219,129,1,ExPor ,0,0
1226,131,1,[img126] ,1,0
1227,132,1,Pero soy bien ogete caritaFeliz ,1,1
1231,132,1,Pero a qui no pega nadacaritaFeliz ,1,0
1235,132,2,Pero no te la estoy tirandoya se que no te gustonomas comentaba ,1,0
1238,133,2,Baila bien culero ,1,1
1241,134,2,caritai ,0,0
1243,135,1,Hay tarea¿ ,0,0
1244,135,1,caritao ,1,1
1245,135,1,Que amables son ,0,0
1247,136,2,La profe ,1,0
1248,137,1,Que mierda eres ,1,1
1250,137,2,[img1250] ,0,0
1254,138,1,Hasta el lunes ,0,0
1255,138,2,Neta :o  Y a que hora entras ,0,0
1257,138,2,Chale porque tanto ,1,1
1259,138,2,Yo hare eso ,0,0
1261,138,2,Ya caritaTriste ,0,0
1263,138,2,Bueno caritaTriste ,1,0
1264,139,2,Eu ,0,0
1265,139,1,No tienes una mochila que me prestes ,0,0
1267,139,2,Saca las cheves ,1,1
1269,139,2,Que haces ,0,0
1270,139,2,Hola mor ,0,0
1273,140,1,Que sexy ,1,1
1274,140,1,Como estas ,0,0
1277,140,1,Que onda mor ,0,0
1280,141,2,jaja si me bano ,0,0
1281,141,1,jaja me dijeron que nel ,1,0
1282,141,2,Quien hecho mentiras caritaFeliz ,0,0
1283,141,1,Que te valga caritaFeliz ,1,0
1284,141,1,Es cierto jaja ,1,0
1285,142,1,Naco y GANSILO ,1,1
1286,142,2,Ven y dimelo wey tu a mi me la pPorPorPorPor ,1,0
1288,142,1,Calate pedazo de mierda ,1,0
1289,142,2,Dimelo en la cara a ver ,1,0
1290,142,1,Ah muy vergas ,1,0
1291,142,2,Una madre carnal si la piensas tramar dejate venir pinche vorat ,1,0
1292,143,1,Ey raisputia ,1,1
1296,143,2,caritao ,0,0
1300,143,1,I ,1,0
1310,145,1,Mm ni pa eso eres bueno ,1,0
1311,145,2,caritai ,1,0
1315,145,1,caritai ,0,0
1316,146,1,Y luego estas bien chaparita se te hace todavia mas grande caritaFeliz ,1,1
1319,146,2,caritae ,1,0
1320,146,1,caritai ,1,0
1323,147,2,Que wei ,1,0
1324,147,1,Que de que pendejo ,1,0
1327,147,1,Saco los culos verga ,1,0
1328,147,2,Andas bien malila por un culo o que ,1,0
1331,148,2,Para nada ,0,0
1332,148,2,Solo te dejo de hablar y ya ,1,0
1333,148,2,[img13] ,1,0
1334,148,1,jaja es la petricholi ,1,0
1335,149,1,Ey puto ,1,1
1336,149,1,Pinche esqueleto ,1,0
1338,149,1,Donde te vea te voy a partir la cara pendejo ,1,0
1339,149,1,Pinche vato joto we a ver porque a mi no me dices nada puto mierda metete con uno de tu tamano ,1,0
1340,149,1,Pinche lagartija parada donde te vea ya te dije ,1,0
1343,149,1,Asi que andate con cuidado porque donde te vea te voy a clavar puto ,1,0
1344,150,1,jaja este we ,1,0
1345,150,1,Nomames cuanto mides pueka ,1,1
1347,150,2,187,0,0
1348,150,2,Hey pa manana no tengo clases ,0,0
1351,150,1,Al chile que sibpa ,1,0
1352,151,1,jaja ya se pero las saque por que nunca miran nada de todos modos ,1,1
1353,151,2,caritae ,1,0
1355,151,2,Y a todos alv caritaFeliz ,1,0
1359,151,1,Es mas hare otro bay ,1,0
1360,151,3,caritaj ,0,0
1363,154,1,[img1363] ,1,1
1365,154,2,Asco enseñando todo ,1,0
1367,154,1,No manches esta enseñando todo exageradamente ,1,0
1368,154,1,No le dara pena subir eso ,1,0
1372,155,2,Aah dile a ese we que no sesta paro ,1,0
1373,155,2,caritai ,1,0
1375,155,1,Ey que mamon pero caritaTriste ,1,0
1376,155,1,No entras en la cura ,1,0
1379,156,1,Te sentaste en nuestra cama zora y te brindamos amistad mataste dos pajaros de un tiro no ,1,1
1385,157,1,caritar ,1,0
1386,157,1,caritae ,0,0
1387,157,4,Pero si tu ya traes el chamuco asi no cuenta caritaTriste ,1,0
1389,158,1,[img1389] ,1,0
1393,159,2,Yo te defiendo lany ,0,0
1394,159,2,Yo brinco ,0,0
1395,159,2,Ya sabes ,0,0
1398,159,3,caritae ,1,0
1399,159,3,Es que me da miedo caritaFeliz ,1,0
1400,159,2,Pendeja ya entendi ,1,0
1403,160,2,Mande mamacita ,0,0
1405,160,1,Alguien que haya reprobado ,0,0
1407,160,3,Que paso o que caritaTriste  ,0,0
1408,160,1,caritai ,0,0
1411,161,1,Andas con todo bada ,0,1
1414,161,4,caritao ,0,0
1416,161,6,Que pera ,1,0
1417,161,4,Puti carila manana ,1,0
1428,163,1,Esta rarilo caritaTriste ,1,1
1430,163,2,jaja ,1,0
1433,163,2,Pues que te dire [@usuario3]… ,1,0
1434,163,4,caritax ,1,0
1435,163,5,caritai ,1,0
1436,164,1,Eso seria hasta las 11 ,0,0
1437,164,1,O ya para salir ,0,0
1439,164,3,Nadie vaya ,1,1
1441,164,3,Tu que pendeja ,1,0
1442,164,3,caritaTriste ,0,0
1443,164,2,caritae ,1,0
1444,164,3,caritae ,1,0
1445,165,1,[img145] ,0,0
1446,165,1,Estan bien pendejos todos no se quitan del camino y todavia insultan a mi mama no manches no se alcanzo a grabar pero pinches moros cada generacion sale mas pendeja ,1,1
1447,165,2,Alv caritaTriste ,1,0
1449,165,3,Parecen animales ,1,0
1451,166,1,caritai ,1,1
1452,166,2,caritau ,1,0
1453,166,2,Caile mejor idiota ,1,0
1454,166,1,caritae ,1,0
1457,166,2,jaja aver ,1,0
1459,167,1,Ya le mande inbox aver si me contesta ,0,0
1461,167,3,De que Como loras jaja ,1,0
1462,167,2,Tu eres bien lorona wei no mames jaja ,1,0
1463,167,4,caritan ,1,0
1464,167,2,Pues pa que ajera ,1,0
1465,167,3,Donde no te venga pegando una putiza vas a quedar agusto ,1,0
1467,168,1,No mas por que el [@usuario_ext1] es mi compa no te hago nada no lo quiero poner entre la espada y la pared ,1,1
1468,168,2,jaja seguramente ,1,0
1469,168,1,Quieres que te raje en tu madre entonces Tu no mas dime no hay pedo ,1,0
1471,168,4,Rajame en mi madre [@usuario1] caritaTriste ,1,0
1472,168,3,Vales verga ,1,0
1474,169,1,[meme1474] ,0,0
1475,169,2,Dile eso a los niños de Africa pa ,1,1
1478,170,1,El video que te habia dicho caritaTriste ,1,0
1479,170,2,Alv ,1,0
1482,170,2,"Aqui no aplica la ley de: ""en persona<en las fotos"" ",1,0
1483,170,1,jaja ,1,0
1484,170,1,Se puso nervioso ,1,0
1485,170,1,La neta wey ,1,0
1486,170,1,Si se ve lo nerdo ,1,0
1488,171,2,Sin cabelo ,1,1
1492,172,2,Que no me gusta wey ,1,0
1493,172,2,jaja ,0,0
1495,172,3,En el video no se escucha :'v ,0,0
1496,172,4,No ,0,0
1497,172,4,HEY ,0,0
1499,172,4,Vi ,0,0
1500,172,4,Cortale la lengua ,1,0
1501,173,1,Pinche mora mejor consigase novio ,1,1
1504,173,1,Hocico de albanil pero bien alimentadito ,1,0
1507,174,1,Pues ,0,0
1508,174,1,Pues ,0,0
1513,175,1,Me  debes una pizza ,0,0
1518,175,1,Si ,0,0
1519,175,2,¿De ,0,0
1520,175,1,No ves mija Si quieres te puedo asignar unos padres con dinero para que te cubran los gastos de unos lentes de fideo por si no viste el emoji ,1,1
1521,175,2,Aah ,0,0
1523,176,1,Al ratito ,0,0
1524,176,2,Al perilo ,0,0
1526,176,2,Nos vale verga ,1,1
1530,177,1,[img1530] ,1,1
1531,177,1,jaja alv quien envio esto jaja ,1,0
1536,178,1,[meme1536] ,1,1
1538,179,1,Medio largo el asunto pero seran los mejores anos invertidos de mi vida Amen jaja ,0,0
1539,179,2,jaja ,0,0
1540,179,2,Oye ,0,0
1541,179,2,Y no te topas al [@usuario_ext1] ahi en la escuela ,0,0
1542,179,1,Pues si en ocaciones es imposible no verlo acapara mucho espacio visualcaritaTriste Pero pues de ahi en fuera solo eso ,1,1
1543,180,1,"Acabo de escuchar a una tipa que se estaba peleando con su novio le dijo ""mejor mete tu pito en danonino a ver si te crece pendejo""… Y pues se mamo la mora ",1,1
1544,180,1,caritaFeliz ,0,0
1545,180,2,jaja hay que hacerle la recomendacion al chico pendejito ,1,0
1546,180,1,jaja la verdad si caritaTriste ,1,0
1547,181,1,[meme1547]  ,1,1
1549,181,1,caritaFeliz ,1,0
1550,181,2,Dame raite ,1,0
1553,181,1,Pero yo voy de visita nomas ,1,0
1554,181,1,Tu vives ahi ,1,0
1561,183,1,A las 7 u 8 estaria bien no ,0,0
1562,183,2,Que [@usuario_ext1] diga ,0,0
1567,183,1,El [@usuario_ext2] queria ir ,0,0
1568,183,1,Diganle alv ,1,0
1569,183,2,Que [@usuario_ext1] invite a quien quiera ,0,0
1571,183,2,"Pues la reunion es por el Se llama ""educacion"" ",0,0
1575,183,1,Alv ,1,0
1577,183,3,Prefiero no tener educacion en este caso a esperar que [@usuario_ext1] pueda invitar a los que quiere cuandono tiene ni tiempo de contestar aqui ,1,0
1578,183,3,Si esperamos a eso ni se armaria algo ,0,0
1583,184,2,Ya se enojo el gohan ,0,0
1586,184,3,Pues alv ,1,0
1588,184,3,Si  se mama a veces je je ,1,0
1590,184,4,Ni en sus pinches videos mecos viene eso ,1,0
1593,184,4,Porque es pto alv ,1,0
1594,184,2,dep ruebas ,0,0
1595,184,4,pruebas ,0,0
1596,184,2,caritaFeliz Ah no lo hice eso ya me lo habias dicho caritaFeliz ,0,0
1598,184,2,El ya sabe de eso caritaFeliz ,1,0
1601,184,2,Mira que ya puse caritaFeliz ,0,0
1602,184,3,No has hecho nada pero ,1,0
1604,184,3,Ya empezo [@usuario5] ,0,0
1606,184,6,Dale ,1,0
1607,185,1,Oigan entonces si va a ser en la casa del sincho ,0,0
1608,185,2,La neta nose si me dejen ir hasta ala tan noche caritaFeliz ,0,0
1609,185,3,A donde podrias ir ,0,0
1610,185,2,A donde no este tan lejos caritaFeliz ,0,0
1611,185,4,Que marica ,1,1
1612,186,1,Y porque si todo lo que dice es cierto o dime en que esta mal ,0,0
1615,187,1,Talvez si dalas hace un pequeno audio de unos 15 segundos lamando a Argos y lo sube aqui los demas podrian descargarlo y ponerlo en altavoz tal vez si escucho la voz de dalas intente ir al lugar donde este la persona con el audio ,0,0
1625,189,2,Que tal el post debate ,0,0
1628,189,1,Entonces dejaron tarea si o no alv ,1,1
1629,189,3,Ja ja No bebe ,1,0
1630,189,1,Gracias puedo dormir tranquilo ,0,0
1631,189,2,Duerme tranquilo por que ganaste el debate ,0,0
1632,189,1,[img1632] ,1,0
1635,189,3,Roasteo ,1,0
1637,189,2,caritao ,1,0
1638,189,1,No ,0,0
1642,190,1,Oye solo ocupo un favor ,0,0
1645,191,1,Tu y tu biblio mlp Soy ateo asi q tus crencias me valen verga asi de facil ,1,1
1646,191,2,Calate pinche putita ya quiero ver cuando andes moribundo tirando patadas de ahogado jaja ,1,0
1647,191,2,Hay vas a crer hasta en ni quien te imaginas ,1,0
1648,192,2,Álv el [@usuario1] ,1,1
1650,192,2,No me acuerdo ,0,0
1653,193,2,por donde vas ,0,0
1655,193,2,caritai ,1,0
1657,193,2,apurate alv ,1,0
1661,194,1,Anda pereando 150 pesos el jaja puta no mames ,1,0
1662,194,2,Yo ke verga ,1,0
1665,195,1,Compañeros ocupo un favor de ustedes ,0,0
1667,196,1,[meme167] ,1,1
1669,196,1,Un compa ,1,0
1670,196,2,El lalito ,1,0
1672,197,2,Ah c mamo ,1,1
1674,198,1,Sigue de mamon ,1,1
1676,198,2,jaja ,1,0
1682,198,3,Q no mamen tampoco ,1,0
1684,199,2,Es todo ,0,0
1686,199,3,Tas bien Culero [@usuario1] ,1,1
1687,199,4,No buen pex ,0,0
1691,201,2,caritar ,0,0
1696,201,1,Le dire a todos que te ignoren y que nadie se junte contigo ,1,0
1697,201,2,Ya deja de molestarme siempre haces lo mismo ,0,0
1698,201,1,Jamas esto se termina cuando yo quiera no cuando tu quieras ,1,0
1699,202,1,La verdad no te voy a invitar a mi fiesta porque hablas puras estupideces ,1,1
1700,202,2,Pero por que dices eso ,0,0
1701,202,1,Por que nadie del salon quiere que vayas ,1,0
1703,202,1,Tidis dicen que eres ratito y que hablas cosas ridiculas ,1,0
1706,203,1,Si no me haces los 5 trabajos para mañana subo tu foto en el baño al grupo ,1,1
1708,203,1,No claro que no tu los vas a hacer ,1,0
1709,203,2,Perp como se que eliminaras la foto y no tendras ni una copia ,0,0
1710,203,1,Yo no se Yo ya te dije y mas te vale que esten bien hechos ,1,0
1711,203,2,Yo no are los ejercicios si no me demuestras que solo tienens una copia ,0,0
1712,203,1,No se estas advertida ,1,0
1715,204,1,Yo digo que se ha metido con toda la escuela jaja ,1,0
1716,204,2,Me imagino tambien algun maestro aparte la manera en la que se viste  enseñado todo ,1,0
1721,205,1,Pero claro que no yo no soy asi ,0,0
1725,205,2,Fijate con quien te sueltas primero estupida ,1,0
1726,205,1,Pero yo no hice nada y menos con [@usuario_ext1] en serio ,0,0
1727,206,1,Yo no se para que estudias de todas formas siempre repruebas ,1,1
1729,206,2,Porque eres asi conmigo ,0,0
1731,206,1,Por que quiero por eso ,1,0
1732,206,2,No deberias comportarte asi conmigo estoy pasando por un mal momento a ti tambien te puede pasar ,0,0
1737,207,1,Hiciste un puto perfil falso de [@usuario_ext1] segun tu y la agregaste ,1,0
1739,207,2,no ,0,0
1740,207,1,Y estas con que ya sabe ,0,0
1742,207,1,Si le dices dilo alv ,1,0
1743,207,1,"[@usuario_ext1] le mando una foto a [@usuario_ext2] diciendo ""cuando tu menojor amiga te hace una fiesta sopresa"" y si sales con la ",1,0
1749,208,1,Nada nuevo pero lo haces ,1,0
1750,208,2,jaja ,1,0
1753,209,2,caritan ,1,0
1756,209,2,Bajale no ,0,0
1757,209,2,Yo no me levo asi contigo ,0,0
1760,209,2,Siempre me estas molestando por cualquier cosa ,0,0
1761,209,1,Por que siempre andas de arastrada con todos ,1,0
1763,210,2,Por que me insultas ,0,0
1766,210,1,Que les gusten las muejres la verdad dan asco Tu das Asco ,1,0
1768,210,2,Para que me insultas asi ,0,0
1769,210,1,Por que no te mueres mejor ,1,0
1776,211,1,Pinche gordo de seguro no cabes por las puertas ,1,0
1778,211,1,Que acaso vas a lorar ,1,0
1779,211,1,Cerdo mantecoso ,1,0
1780,211,1,carita ,1,0
1781,211,1,caritae ,1,0
1783,211,1,Con quien acaso con tu mami ,1,0
1784,212,1,Joto ,1,1
1785,212,2,Ya te dije queno me dijeras asi ,0,0
1789,212,1,Soy la unica persona que te habla del salon asi o quieres que que te deje de hablar y te quedes solo ,1,0
1790,212,2,No claro que no ,0,0
1791,212,1,A todos les das asco ,1,0
1794,212,2,Deja de insultarme ,0,0
1795,212,1,Ya joto no la hagas de emocion ,1,0
1796,213,2,No me molestas mas ,0,0
1797,213,1,Yo te molesto las veces que quieras ,1,1
1798,213,1,Si quiero te vuelvo a meter al contenedor de basura las veces que quiera ,1,0
1799,213,2,Ya dejame siempre me estas molestando ,0,0
1800,213,1,jaja la basura donde va ,1,0
1801,213,2,Por que eres asi ,0,0
1804,213,2,Dia tras dia es lo mismo ,0,0
1810,214,1,Estas bien culera y ademas bien plana ,1,0
1811,214,1,A el le gustan bonitas ,1,0
1813,214,1,Quien te manda estar tan culera jaja ,1,0
1814,214,1,Pinche fea ,1,0
1815,214,1,Nadie se junta contigo por se Fea ,1,0
1816,214,1,Que digo fea Horrible jaja ,1,0
1817,214,2,Ya dejame ,0,0
1821,215,2,Que por que dicen eso ,0,0
1823,215,1,Ademas ni para que quieras ir si nadie te habla pera y a nadie te quiere cerca ,1,0
1825,215,1,A mi que me dices a mi no me importa lo que digas ,1,0
1826,215,1,Pero mas te vale que ni te precentes ,1,0
1832,216,2,Por que me dices esto a mi ,0,0
1833,216,1,Por que eres una puta que vale mierda ,1,0
1834,216,1,No vales nada ,1,0
1835,216,1,Pinche tipa puta y zora ,1,0
1836,216,2,caritar ,0,0
1837,217,1,caritae ,0,0
1838,217,2,caritas ,0,1
1839,217,1,caritao ,0,0
1840,217,1,caritao ,0,0
1841,217,2,jaja tu y yo que seamos amigos ,0,0
1842,217,1,caritaj ,0,0
1843,217,1,caritan ,1,0
1844,218,1,[img184] ,0,0
1845,218,1,Ah pero ,1,0
1846,218,1,Cuando hicieron una copia de tu cara ,1,1
1847,218,1,caritai ,1,0
1848,219,1,[img1848] ,1,1
1849,220,1,caritai ,1,1
1850,220,1,[img1850] Cuando te pones a platicar con una señora ,1,0
1851,221,1,[img1851] ,1,1
1852,222,1,[img1852] ,1,1
1853,222,1,caritaj ,1,0
1854,223,1,tu mama wey cuando te fue a inscribir ,1,1
1855,223,1,[meme185] ,1,0
1856,223,2,jaja pendejo lo dice el wey que recurso quimica 1 y reprobo con [@usuario_ext1] ,1,0
1857,224,1,mamon jaja ,1,1
1858,224,1,se siente bien sara no poder caminar caritaTriste ,0,0
1859,224,2,jaja que cuando cagabas se te salian todas las tripas  ,1,0
1860,224,2,lo siento wey ,0,0
1861,224,2,caritai ,1,0
1862,224,3,eso ecaritaFelizlicaba los dias que faltabas a la escuela ,0,0
1863,225,1,[img1863] ,0,1
1864,225,1,[img1864] ,0,0
1865,226,1,paro [@usuario2] caritaFeliz ,0,0
1866,226,2,"Primero di ""me gusta la verga negra y venuda"" caritaFeliz ",1,1
1867,226,1,pura verga mejor quedate con el grupo culero ,1,0
1868,226,2,jaja caritaFeliz ,1,0
1869,227,1,[meme1869] ,1,1
1870,228,1,ya ,0,0
1871,228,2,caritao ,0,1
1872,228,1,jaja no mames ,1,0
1873,228,2,caritai ,1,0
1874,228,2,caritao ,0,0
1875,228,1,que traes pinche joto ,1,0
1876,228,2,caritai ,1,0
1877,228,2,ni que me lamra [@usuario1] de [@usuario_ext1] ,1,0
1878,229,1,[img1878] ,1,1
1879,230,1,ya tu sabe que te amo prilo :y ,1,1
1880,230,2,que es amor para tu wey ,1,0
1881,230,2,caritai ,1,0
1882,230,1,lo que ati no te dan aya en africa we caritaFeliz ,1,0
1883,231,1,caritak ,0,0
1884,231,2,no sea joto [@usuario1] ahora te quieres ligar al [@usuario_ext1] eres una interesada quieres dejar al [@usuario_ext2] verdad ,1,1
1885,232,1,[elimina @usuario4  del grupo] ,1,1
1886,232,1,yo queria matar a rugal ,1,0
1887,232,2,alv ,1,0
1888,232,3,tipico que te eliminan de tu propio grupo ,1,0
1889,232,1,caritao ,1,0
1890,232,1,caritai ,1,0
1891,233,1,jaja ,0,0
1892,233,2,soy un pendejo y me gusta la verga negra venuda caritaFeliz ,1,1
1893,233,1,caritao ,1,0
1894,233,2,caritaFeliz ,1,0
1895,233,1,caritaFeliz ,1,0
1896,233,2,luego porque te mando alv caritaFeliz ,1,0
1897,234,1,Oh No sabia que el [@usuario_ext1] tenia un canal de yutuve ,0,0
1898,234,2,no mames ese vato esta guerito el [@usuario_ext1] esta negro como mi verga ,1,1
1899,235,1,[meme189] ,1,1
1900,236,1,el [@usuario_ext1] es negro pa no puede hacer nada ,1,1
1901,236,1,ya luego me dijo metemela [@usuario1] ,1,0
1902,236,1,y ya ,0,0
1903,236,1,caritai ,1,0
1904,236,1,caritao ,1,0
1905,236,2,jaja fue al reves por eso el [@usuario1] quedo en sila de ruedas ,1,0
1906,237,2,[img1906] ,0,0
1907,237,1,vtalv  jaja ,1,1
1908,237,2,chulada de niña jaja ,0,0
1909,237,1,nms alv jaja ,1,0
1910,237,2,jaja ,1,0
1911,237,1,deja dormir alv ,1,0
1912,238,1,wey n esa parte es donde violan a los emos ,1,1
1913,238,1,y satanicos ,1,0
1914,238,2,entonces los rumores son ciertos ,1,0
1915,238,2,los de maneadero son jotos ,1,0
1916,238,2,:'| ,0,0
1917,238,1,si te violarano si ,1,0
1918,238,1,violaron ,1,0
1919,238,2,no we ,1,0
1920,238,2,estaba tu carnal ahi pero le solte un puntazo a esos pinches marginales y pege fuga we ,1,0
1921,239,1,[meme1921] ,1,1
1922,239,1,ya se donde vive el [@usuario_ext1] ,1,0
1923,240,1,deja dormir alv ,1,1
1924,240,1,caritaFeliz ,1,0
1925,240,2,cosa bien hecha ,0,0
1926,240,2,[img1926] ,1,0
1927,240,2,jaja ,0,0
1928,240,1,caritai ,1,0
1929,240,2,jaja ,1,0
1930,241,1,como que eres muy chona no ,1,1
1931,241,2,jaja ,1,0
1932,241,1,a todos andas diciendo puras mamadas ,1,0
1933,241,1,jaja ,1,0
1934,241,1,ps lo que es wey ,1,0
1935,241,3,caritae ,1,0
1936,242,1,Ey meteme a tu equipo de entorno caritaTriste ,0,0
1937,242,2,no me cagas laneta ni me hables pero ,1,1
1938,242,2,asi que olvidate de pertenecer a mi equipo ,1,0
1939,242,2,me escuchaste vago ,1,0
1940,242,1,No ,1,0
1941,242,1,maldita ,1,0
1942,242,2,ni quiero que me hables ,1,0
1943,243,1,oye Se que no me conoces pero quisiera decrite que te me haces un poco atractiva queria saber si quisieras salir un dia de estos conmigo ,0,0
1944,243,2,no mames que asco no si eres el mas feo de el salon ,1,1
1945,243,1,caritar ,0,0
1946,243,2,me vale madres ,1,0
1947,244,1,ey ,0,0
1948,244,1,hola disculpa sabes que dia es lo de la kermes y que tenemos que levar ,0,0
1949,244,2,hola ,0,0
1950,244,2,acaso no pusiste atencio pendjeo ,1,1
1951,244,2,que flojera esbirte todo ,1,0
1952,244,1,oye pero porque me ofendes pense que eramos amigos lo que pasa es que tuve un problema familiar y andaba un poco ido ,0,0
1953,244,2,no es mi problema amigo ,1,0
1954,244,2,preguntale a alguien mas ya me dormire buenas noches ,1,0
1955,244,1,gracias por nada buena noche ,0,0
1956,245,1,hola ,0,0
1957,245,2,que quieres ,0,0
1958,245,1,de casualidad no sabes que hay de tarea ,0,0
1959,245,2,la neta no we  y para que me hablas sabes que me caes bien gordo ,1,1
1960,245,1,solo era un pregunta en buena onda compañero entonces no me diras ,0,0
1961,245,2,No y te vot a eliminar por enfadoso ,1,0
1962,245,1,caritar ,0,0
1963,246,1,[img1963] ,0,0
1964,246,1,chicos este sera el examen de contabilidad se tiene sue responder para el dia lunes ,0,0
1965,246,2,carita ,1,1
1966,246,2,a mi hablame de integrales derivadas fisica esa mamadaw ,1,0
1967,246,3,doble diferenciales ,0,0
1968,246,3,etc ,0,0
1969,247,1,ey moro ,0,0
1970,247,2,que paso ,0,0
1971,247,1,te voy a partir en tu madre si te vuelvo a ver meco ,1,1
1972,247,2,nisiquiera te conosco quien dices que eres' y porque sabes mi facebok ,0,0
1973,247,1,a parte de meco jaja si sabes quien soy y ya te adverti moro ,1,0
1974,247,2,no pues ni idea pero me la pela compa ,1,0
1975,247,1,ponte trucha que cuando menos te lo esperes te van a trenzar ,1,0
1976,248,1,ey calmate estupido ,1,1
1977,248,1,bajale dos rayitas a tu altaneria ,1,0
1978,248,2,de que me hablas No entiendo ,0,0
1979,248,2,solo te salude hoy en la cale y me conestas con esto ,0,0
1980,248,1,crees que me interesa saludarte baboso ,1,0
1981,248,2,pero porque me insultas yo solo intentaba ser amable contigo ,0,0
1982,248,1,crees que me interesa que seas amable conmigo ,1,0
1983,249,1,[img1983] ,0,0
1984,249,1,a quien les recuerda de clase ,1,0
1985,249,2,caritai ,1,1
1986,249,1,caritae ,1,0
1987,249,2,carita ,1,0
1988,249,1,caritai ,1,0
1989,249,2,carita ,1,0
1990,249,1,caritan ,1,0
1991,250,1,ahora en la cascara a las 4 ,0,0
1992,250,2,ctm ,1,1
1993,250,1, ,0,0
1994,250,2,pd: aqui solo se publica para nosotros jugar en el sullivan no mamadas de otros lados ,1,0
1995,250,3,caritau ,1,0
1996,250,3,I ,1,0
1997,251,1,hola ke hases ,0,0
1998,251,2,que pedo no sabes escrbir o que onda es que hacesPor ,1,1
1999,251,1,Perdon ,0,0
2000,251,1,komo estas vamos al cine ,0,0
2001,251,2,no mames para que al cine si no te conosco de hecho te iba a preguntar quien eras caritaConfusa no te consco y no salgo con desconocidas ,1,0
2002,251,1,as de estar mui wapo cabron caritaFeliz ,1,0
2003,251,1,caritai ,1,0
2004,251,2,lo siento pero no te conosco y deja de molstarme pedazo de caca sin cerebro deseguro eres del conalep ,1,0
2005,252,1,lucklest kid ever ,0,0
2006,252,2,jaja ,0,0
2007,252,1,yr weak tho ,0,0
2008,252,2,i dont speak english ,0,0
2009,252,1,with a name like that of course not i am supreised u able alford a ps4 must be government asistance ,1,1
2010,252,2,lol ,0,0
2011,252,1,su lechita y a dormir compa me pelaste la verga jaja ,1,0
2012,252,1,tell papi to cut more yards ,1,0
2013,252,2,ya pagaste tu casa y caro pedazo de imbecil ,1,0
2014,252,2,jaja kid of then years old bulshit ,1,0
2015,252,2,tell papi to finish of pay your ps4 and you ps plus ,1,0
2016,252,1,no speako el taco ,1,0
2017,252,2,your fathers was cousins ,1,0
2018,252,2,lol better you go to sleep little boy ,1,0
2019,252,1,ok govement asitance ,1,0
2020,252,1,i pay hour house with 5 different families living in home ,0,0
2021,252,2,you dont finishi to pay your house tell papi trump to help you ,1,0
2022,252,1,ok ,0,0
2023,253,1,bonita o no peros ,1,1
2024,253,2,puros microtubulos ,1,0
2025,253,3,buena pata de camelo ,1,0
2026,253,4,nms [@usuario3] ,1,0
2027,253,2,la panocha super inflamada como siempre ,1,0
2028,254,1,cores bien rapido ,0,0
2029,254,2,jajaq ,0,0
2030,254,2,es que ya quiero ver a mi profe ,0,1
2031,254,1,mandame uma foto ,0,0
2032,254,1,pero de su pito ,1,0
2033,255,1,tevoyachuparelburo ,1,1
2034,255,1,jaja ya viste ese video ,0,0
2035,255,2,jaja si ,0,0
2036,255,2,es del [@usuario_ext1] no ,1,0
2037,255,1,jaja simon el wey del ano peludo ,1,0
2038,255,3,siempre humilando ,1,0
2039,256,1,de eso depende si la [@usuario_ext1] te da un beso negro ,1,1
2040,256,1,ya no tiene pultmones ese wey ,1,0
2041,256,2,jaja ,1,0
2042,256,3,jaja ,1,0
2043,256,2,pinches chichonas se la rifan ,1,0
2044,256,2,deberian de chicar sus tetas ,1,0
2045,257,1,pinchi pato me dejo el ano bien abierto ,1,1
2046,257,1,se me salen los pedos solos ,1,0
2047,257,2,jaja andas bien ariba ya caritaTriste ,1,0
2048,257,3,pues mira mi instagram [@usuario2] puta ,1,0
2049,257,2,pues lo tienes en privado [@usuario3] pera ,1,0
2050,258,1,traer el bultito bien marcado ,1,1
2051,258,1,trae Por ,0,0
2052,258,2,[img2052] ,1,0
2053,258,2,es tu mama [@usuario1] ,1,0
2054,259,1,pinche pilo eres bien puto ,1,1
2055,259,2,nada de eso ,0,0
2056,259,3,el dia que quieras que te la deje caer ,1,0
2057,259,3,como la vez [@usuario_ext1] ,1,0
2058,259,2,chupalo verga ,1,0
2059,259,2,pinche moro eres bien joto ,1,0
