id_instance,id_conversation,user_code,transcription,Palabras,id_tone,Bullying,detonator_dialogue,Palabra Unica,Total,Hombres,Mujeres,Interaccion
686,68,2,Que traes wey De que hablas ,,0,0,0,0,2,2,0,1
701,69,2,Adios basura ,,1,1,0,0,2,1,1,1
699,69,1,Bay ,,0,0,0,0,2,1,1,1
696,69,2,caritar ,,0,0,0,0,2,1,1,1
695,69,1,caritai ,,0,0,0,0,2,1,1,1
708,70,1,jaja ya tiraste tu mierda caritaFelizcaritaFelizcaritaFelizV ,"tiraste,",1,1,0,1,2,1,1,1
706,70,2,Que haces ,,0,0,0,0,2,1,1,1
703,70,1,No me ofendo jaja ,"ofendo,",0,0,0,1,2,1,1,1
702,70,2,Pareces señora sin ofender caritaFeliz ,,1,1,1,0,2,1,1,1
712,71,4,[meme712] Madres ¿Que pedo ,,1,1,0,0,5,5,0,3
711,71,3,Que marika :u ,"marika,",1,1,0,1,5,5,0,3
710,71,2,Menjota caritaFeliz ,,1,1,0,0,5,5,0,3
709,71,1,[img709] ,,1,1,1,0,5,5,0,3
729,72,16,Pareses bull terrier ,"bull,terrier,",1,1,0,2,16,4,12,3
726,72,13,caritau ,,1,1,0,0,16,4,12,3
725,72,12,caritao ,,1,1,0,0,16,4,12,3
718,72,5,jaja hasta la pregunta ofende Claro quien va a querer ser tu novio Si estas bn p Feo ,,1,1,0,0,16,4,12,3
717,72,4,Que rika nariz caritaFeliz ,"rika,",1,1,0,1,16,4,12,3
715,72,2,Si ,,1,1,0,0,16,4,12,3
731,73,2,Esa mora meca tiene pedos con su cara ,"meca,",1,1,0,1,2,1,1,3
730,73,1,caritao ,,1,1,1,0,2,1,1,3
805,74,2,Te voy a culiar ,"culiar,",1,1,0,1,2,1,1,1
804,74,2,Nada bye ,,0,0,0,0,2,1,1,1
802,74,1,Que ,,0,0,0,0,2,1,1,1
798,74,2,Mia amor como estas enojada conmigo ,,1,1,0,0,2,1,1,1
797,74,2,[img797] ,,1,1,0,0,2,1,1,1
796,74,2,caritao ,,0,0,0,0,2,1,1,1
794,74,2,Deja publicar de tus drogas ,"drogas,",1,1,0,1,2,1,1,1
793,74,2,caritao ,,0,0,0,0,2,1,1,1
791,74,2,[@usuario1] Vamos ala guera de Vietman ,"guera,",1,1,0,1,2,1,1,1
789,74,2,Ke pedo mora ,,1,1,0,0,2,1,1,1
788,74,2,Cuando entramos de vacaciones ,,0,0,0,0,2,1,1,1
781,74,1,Pero no tu fea ,,1,1,0,0,2,1,1,1
778,74,2,Tu vato es vieja ,,1,1,0,0,2,1,1,1
777,74,2,Nomas ,,0,0,0,0,2,1,1,1
773,74,2,Salimos ,,0,0,0,0,2,1,1,1
765,74,2,jaja me pase de cacahuate lo vistes o fue tu iluminacion ,"cacahuate,vistes,iluminacion,",0,0,0,3,2,1,1,1
764,74,1,YA TE MAMASTE jaja ,,1,1,0,0,2,1,1,1
761,74,2,carita ,"carita,",0,0,0,1,2,1,1,1
760,74,2,Si kierez voy por ti ,,0,0,0,0,2,1,1,1
759,74,2,[@usuario1] estas bn no te sientes mal ,"sientes,",0,0,0,1,2,1,1,1
757,74,2,Buenos dias fiona ,"fiona,",1,1,0,1,2,1,1,1
753,74,2,Fea ya te olvidaste de mi ,"olvidaste,",1,1,0,1,2,1,1,1
751,74,2,caritae ,,1,1,0,0,2,1,1,1
750,74,2,Al fin Ke contestas loca ,,1,1,0,0,2,1,1,1
745,74,1,Claro ,,0,0,0,0,2,1,1,1
744,74,2,vas bine en tus estudios loca ,"bine,",1,1,0,1,2,1,1,1
743,74,2,jaja cuando tiempo sin hablar ,,0,0,0,0,2,1,1,1
741,74,2,te pareces a un toro ,"toro,",1,1,1,1,2,1,1,1
738,74,2,aaa no mames la vd ,"vd,",1,1,0,1,2,1,1,1
737,74,1,Ayer ,,0,0,0,0,2,1,1,1
736,74,2,y eso cuando te lo pusiste ,,0,0,0,0,2,1,1,1
834,75,2,No lo conozco pero se ve que es muy serio y amargado nada divertido ,,1,1,0,0,2,1,1,1
831,75,1,Tu que vas a saber si no lo conoces ,,0,0,0,0,2,1,1,1
829,75,1,Como si fuera que o que ,,0,0,0,0,2,1,1,1
826,75,1,Que grosero ,,1,1,0,0,2,1,1,1
824,75,2,No manches tgusta esa madre jaja Ya dime que te dijo ,"tgusta,",1,1,0,1,2,1,1,1
822,75,2,Ademas hace cuanto e conto eso si nisiquiera se a conectado el inutil ,"conto,conectado,inutil,",1,1,0,3,2,1,1,1
819,75,1,No lo quiero hechar de cabeza jaja ,,1,1,0,0,2,1,1,1
817,75,1,Por lo que me dijo ,,0,0,0,0,2,1,1,1
814,75,1,Varias cosas pero supongo que no deberia hablarte ,"hablarte,",1,1,0,1,2,1,1,1
812,75,2,Esta pendejo ese wew y yo casi ni le hablo ,"wew,",1,1,1,1,2,1,1,1
811,75,2,Encerio ,,0,0,0,0,2,1,1,1
810,75,1,Si me ha hablado mucho de ti bastante diria yo ,"bastante,diria,",0,0,0,2,2,1,1,1
808,75,2,Me estas dando un poco de miedo ,,1,1,0,0,2,1,1,1
843,76,2,jaja ,,1,1,0,0,5,3,2,4
840,76,2,yo ya no ,,0,0,0,0,5,3,2,4
839,76,3,Yo ya no me la pinto asi ,"pinto,",0,0,0,1,5,3,2,4
838,76,2,[@usuario3] jaja no se creas ,,1,1,1,0,5,3,2,4
837,76,1,[img837] No deberian pintarse la boca ,"pintarse,",1,1,0,1,5,3,2,4
852,77,4,caritao ,,1,1,0,0,5,3,2,3
851,77,1,Reserva de los indios ,"indios,",1,1,1,1,5,3,2,3
849,77,3,pandonde Van ,"pandonde,",0,0,0,1,5,3,2,3
846,77,2,caritan ,,0,0,0,0,5,3,2,3
863,78,2,caritan ,,0,0,0,0,2,0,2,3
860,78,2,Hacen un desmadre por una pendejadita ,"desmadre,pendejadita,",1,1,0,2,2,0,2,3
859,78,2,Nose por que no dejan que este tema nada mas se desvanezca y ya ,"desvanezca,",0,0,0,1,2,0,2,3
858,78,1,Neta que no se que train contra mi la verdad pero ya equis ahi es cuanto te das cuenta y con quien no ya estoy arta de este tema neta ,"train,",0,0,1,1,2,0,2,3
870,79,1,Porque no me interesa que seas bueno conmigo ,,1,1,0,0,2,1,1,1
867,79,2,No es mi intencion si quieres ya no te hablo solo queria saber que es la tarea porque me fui temprano ,,0,0,0,0,2,1,1,1
865,79,2,No te queria molestar perdon de casualidad no sabes que hay de tarea ,,0,0,0,0,2,1,1,1
879,80,2,caritan ,,1,1,0,0,4,0,4,4
873,80,3,jaja hola babosa ,,1,1,0,0,4,0,4,4
872,80,2,Tu que ,,1,1,0,0,4,0,4,4
871,80,1,Hola zoras ,,1,1,1,0,4,0,4,4
889,81,5,chupas ,,1,1,0,0,5,0,5,4
886,81,5,Hola pinches cerdas hjas de su puta madre ,"cerdas,hjas,",1,1,0,2,5,0,5,4
883,81,3,No mames que asco ,,1,1,0,0,5,0,5,4
881,81,2,Se me hace estupido ,,1,1,0,0,5,0,5,4
880,81,2,caritao ,,1,1,1,0,5,0,5,4
898,82,1,Estas bien pendeja ,,1,1,0,0,2,0,2,1
897,82,1,No voy a escuchar tu pinche audio ,,1,1,0,0,2,0,2,1
896,82,2,[audio] ,,0,0,0,0,2,0,2,1
894,82,1,Estas bien pendeja ,,1,1,0,0,2,0,2,1
893,82,2,Pinche exagerada ,"exagerada,",1,1,0,1,2,0,2,1
890,82,1,Tu que mamona ,,1,1,1,0,2,0,2,1
911,83,1,No eres asi lorona ,,1,1,0,0,1,0,1,2
910,83,1,Bien que en persona ,,1,1,0,0,1,0,1,2
906,83,1,Putita ,,1,1,0,0,1,0,1,2
905,83,1,Estas ahi ,,1,1,0,0,1,0,1,2
902,83,1,Porque no me contestas ,,1,1,0,0,1,0,1,2
917,84,1,Me gusta la tuya puto jaja ,,1,1,0,0,2,1,1,1
916,84,2,Que le valga vrga es mi vida consiguete una ,"vrga,consiguete,",1,1,0,2,2,1,1,1
925,85,5,Pasan un chingo menos ese jaja caritaTriste ,,0,0,0,0,5,0,5,3
922,85,3,O sea el cogiendo con medio mundo y ela besa a alguien y ya uf le rompio el corazon ,"cogiendo,besa,uf,rompio,",1,1,0,4,5,0,5,3
921,85,3,Se ve bien estupido ,,1,1,0,0,5,0,5,3
920,85,2,La cago y luego la embaro ,"embaro,",1,1,0,1,5,0,5,3
919,85,2,Esa pendejo jaja la neta la cago mas con sus historias ,"historias,",1,1,0,1,5,0,5,3
918,85,1,No mms pinche moro ,,1,1,1,0,5,0,5,3
934,86,2,ahora si no pensativa ,"pensativa,",1,1,0,1,2,0,2,1
933,86,1,No me hables ,,1,1,0,0,2,0,2,1
932,86,1,Bye ,,0,0,0,0,2,0,2,1
929,86,2,solo queria saber que aremos ,"aremos,",1,1,0,1,2,0,2,1
927,86,1,Que es lo que quieres ,,0,0,0,0,2,0,2,1
926,86,1,Para que la quieres ,,0,0,0,0,2,0,2,1
947,87,3,El dia del cumpleaños de feo ,"cumpleaños,",0,0,0,1,3,0,3,3
946,87,3,No me saludaste ,"saludaste,",0,0,0,1,3,0,3,3
944,87,1,jaja ya pues pidele atu bato mis fotos ,"pidele,atu,",0,0,0,2,3,0,3,3
942,87,2,caritar ,,0,0,0,0,3,0,3,3
940,87,3,Siguele pera ,,1,1,0,0,3,0,3,3
938,87,1,Me suena pero en los bajos mundos ,"suena,bajos,mundos,",1,1,1,3,3,0,3,3
959,88,2,caritai ,,1,1,0,0,2,0,2,3
958,88,1,[@usuario_ext1] algo asi ,,0,0,0,0,2,0,2,3
957,88,2,LlamaPor ,,0,0,0,0,2,0,2,3
955,88,2,Neta ,,0,0,0,0,2,0,2,3
953,88,1,caritan ,,1,1,1,0,2,0,2,3
952,88,2,Me quede como wtd ,"wtd,",1,1,0,1,2,0,2,3
970,89,2,Me la pelas ,,1,1,0,0,2,0,2,1
965,89,1,Hola tonta ,,1,1,0,0,2,0,2,1
964,89,2,Me lastimas caritaConfusa ,,0,0,0,0,2,0,2,1
962,89,2,Calate piojosa ,,1,1,0,0,2,0,2,1
961,89,1,caritao ,,1,1,1,0,2,0,2,1
983,90,2,Si querias saber ,,0,0,0,0,2,2,0,3
979,90,2,Alomejor ,,0,0,0,0,2,2,0,3
977,90,1,No entiendo tu referencia bro ,,0,0,0,0,2,2,0,3
975,90,1,jaja por que me pongo mamonsita  ,"pongo,",0,0,0,1,2,2,0,3
974,90,2,Ahora comprendo jaja salu2 cambio y fuera ,"salu2,",1,1,0,1,2,2,0,3
972,90,2,Ya mire porque te ponias mamonsita ,"ponias,",1,1,1,1,2,2,0,3
997,91,1,jajana ,"jajana,",1,1,0,1,2,2,0,1
995,91,1,Todo pendejito ,,1,1,0,0,2,2,0,1
992,91,1,No vengas ,,1,1,0,0,2,2,0,1
998,92,1,Lady 15 centavos ,"centavos,",1,1,1,1,17,2,15,3
1018,92,17,Pobre pendeja le hubiera regresado su dinero y ke se bajara ,"hubiera,bajara,",1,1,0,2,17,2,15,3
1017,92,16,Quemenla por ridicula ,"ridicula,",1,1,0,1,17,2,15,3
1016,92,15,Que muerta de hambre la verdad ,"muerta,hambre,",1,1,0,2,17,2,15,3
1015,92,14,Es una serota sentro amercana ,"serota,sentro,amercana,",1,1,0,3,17,2,15,3
1014,92,10,Pinche vieja sara kese compre su caro para keno este cjingando ,"kese,keno,cjingando,",1,1,0,3,17,2,15,3
1013,92,13,caritai ,,1,1,0,0,17,2,15,3
1004,92,3,Ps es menos de lo que se merece esa pinche mora pendeja umilo al pobre chofery asta tubo suerte la mora por que hay unos choferes que son culeros la ubieran bajado ,"merece,umilo,chofery,tubo,choferes,culeros,ubieran,",1,1,0,7,17,2,15,3
1002,92,3,Pinche mora pendeja se equivoco de micro parece oaxaca tuvo que agarar el maneadero zorilo ,"oaxaca,tuvo,",1,1,0,2,17,2,15,3
1001,92,2,caritae ,,0,0,0,0,17,2,15,3
1029,93,2,Valiste verga ,,1,1,0,0,2,2,0,1
1023,93,1,Que pasa caritaConfusa ,,0,0,0,0,2,2,0,1
1020,93,2,Ya te mire ,,0,0,0,0,2,2,0,1
1038,94,3,caritan ,,1,1,0,0,4,2,2,4
1037,94,2,Pinchis zoritas que andan haciendo ,,1,1,0,0,4,2,2,4
1034,94,4,Zora tu ,,1,1,0,0,4,2,2,4
1032,94,1,jaja hola babosa ,,1,1,0,0,4,2,2,4
1031,94,3,Tu que ,,1,1,0,0,4,2,2,4
1046,95,1,Puro raza blanca a qui ,"raza,blanca,",1,1,0,2,2,2,0,1
1042,95,1,Tu que wey alv ,,1,1,0,0,2,2,0,1
1041,95,2,Pinche mora ,,1,1,1,0,2,2,0,1
1050,96,1,No se a ustedes ,,0,0,0,0,1,1,0,1
1049,96,1,Se me hace estupido ,,1,1,0,0,1,1,0,1
1048,96,1,caritai ,,1,1,1,0,1,1,0,1
1052,97,2,Ruda pero justa ,"justa,",0,0,0,1,2,2,0,1
1051,97,1,Seguiria leyendo tus mamadas pero tengo mucha tarea bye ,"leyendo,",1,1,1,1,2,2,0,1
1060,98,1,Groseras Por ,,0,0,0,0,4,2,2,3
1058,98,4,jaja ,,1,1,0,0,4,2,2,3
1057,98,2,Es bien puta pura verga se casa ,,1,1,0,0,4,2,2,3
1056,98,3,No jaja ,,1,1,0,0,4,2,2,3
1054,98,2,jaja la puta ,,1,1,1,0,4,2,2,3
1053,98,1,Se caso ,,0,0,0,0,4,2,2,3
1065,99,1,Me dolio ,"dolio,",0,0,0,1,2,2,0,1
1064,99,2,caritaFeliz ,,1,1,0,0,2,2,0,1
1062,99,2,Nadie te quiere ,,1,1,1,0,2,2,0,1
1061,99,2,No ,,0,0,0,0,2,2,0,1
1069,100,2,Pero no te das cuenta que nada puede lenar ese vacio existencial que cargas caritaFeliz ,"lenar,vacio,existencial,cargas,",1,1,0,4,1,0,1,1
1067,100,2,Pinche cagasona ,"cagasona,",1,1,1,1,1,0,1,1
1072,101,2,Yo te digo como se me incha el huevo  puta flac desnutrida ,"incha,flac,desnutrida,",1,1,0,3,2,2,0,1
1077,102,1,caritaFeliz ,,1,1,0,0,2,2,0,1
1081,103,1,Que pedo alv caritaTriste ,,1,1,0,0,2,2,0,1
1086,105,2,de donde ,,0,0,0,0,1,1,0,1
1089,106,1,jaja me la peleichon tu y tu putaseichon ,"peleichon,putaseichon,",1,1,0,2,2,2,0,1
1096,107,2,Che mora todavia que te invito te pones los moños ,"moños,",1,1,0,1,2,2,0,1
1093,107,2,Contigo ni a la esquina jaja ,"esquina,",1,1,1,1,2,2,0,1
1092,107,2,Quieres ir hacer algo ,,0,0,0,0,2,2,0,1
1098,108,2,A la tuya ni con agua oxigenada le queda ,,1,1,0,0,2,2,0,1
1102,109,1,Me lastimas caritaConfusa ,,0,0,0,0,2,2,0,1
1100,109,1,Calate piojosa ,,1,1,0,0,2,2,0,1
1099,109,2,caritai ,,1,1,1,0,2,2,0,1
1106,111,1,Que te pasa caritaConfusa ,,0,0,0,0,2,2,0,1
1117,112,2,Vete mucha a la verga como el dia que me dijis ,"dijis,",1,1,0,1,1,1,0,1
1116,112,2,Aveces me dan ganas de agararte a putazos alv ,"agararte,",1,1,0,1,1,1,0,1
1115,112,2,Te odio ,,1,1,0,0,1,1,0,1
1114,112,2,Eres muy fria bastarda ,"fria,bastarda,",1,1,0,2,1,1,0,1
1110,112,2,Okey ,,0,0,0,0,1,1,0,1
1121,113,1,Te valgo verga caritaConfusa ,"valgo,",1,1,0,1,2,2,0,1
1118,113,2,Pues vete a la verga entonces ,,1,1,1,0,2,2,0,1
1126,115,2,[meme126] ,,1,1,0,0,2,2,0,1
1124,115,2,Hey idiota pasame la tarea ,,1,1,1,0,2,2,0,1
1129,116,2,:'v ,,0,0,0,0,2,2,0,1
1136,117,2,Calate o te voy a hacer mi pera ,,1,1,0,0,2,2,0,1
1131,117,2,Que quieres pera ,,1,1,1,0,2,2,0,1
1130,117,1,Hola ,,0,0,0,0,2,2,0,1
1141,118,1,Ejercicio y listo lo estupido con anda se te quita ,,1,1,0,0,2,2,0,1
1139,118,1,Tu todo flaco esqueletico caritaTriste ,"esqueletico,",1,1,0,1,2,2,0,1
1138,118,2,Haces PorPorPor ,,0,0,0,0,2,2,0,1
1144,119,1,Cual profe  ,,0,0,0,0,2,2,0,1
1154,121,2,Tus papas son primos ,"primos,",1,1,0,1,2,2,0,1
1153,121,1,Tu mama se pinta el cabelo con agua oxigenada ,,1,1,0,0,2,2,0,1
1152,121,2,Pinche huerfana ,"huerfana,",1,1,0,1,2,2,0,1
1156,122,1,Tu que pinche cerdo ,,1,1,0,0,2,2,0,1
1155,122,2,Me vale 3 hectareas de lonja como la beisbol pro ,"hectareas,lonja,beisbol,",1,1,1,3,2,2,0,1
1161,123,1,Por que si no te eh hecho nada caritaConfusa ,,0,0,0,0,2,2,0,1
1159,123,1,A que te refieres ,,0,0,0,0,2,2,0,1
1158,123,2,Hola buenas tardes estaba viendo tus fotos en Facebok y creo que eres horible ,,1,1,1,0,2,2,0,1
1169,124,2,Ta bien pendeja ,,1,1,0,0,2,2,0,1
1176,125,2,Pues entonses no se la mame ,"entonses,mame,",1,1,0,2,2,2,0,1
1174,125,1,Neta no ,,0,0,0,0,2,2,0,1
1173,125,2,Y que lo que dice de que no le pesa dejarla es puro vervo ,"pesa,dejarla,vervo,",1,1,1,3,2,2,0,1
1172,125,1,Como ,,0,0,0,0,2,2,0,1
1171,125,2,Pero esto me hace pensar que ya anda bien clavado ,,0,0,0,0,2,2,0,1
1178,126,1,caritai ,,0,0,0,0,2,2,0,1
1187,127,1,Pero mams ,,1,1,0,0,1,1,0,1
1184,127,1,Pero que puta necesidad tienend e andar enseñando el culo ,"necesidad,tienend,",1,1,0,2,1,1,0,1
1183,127,1,Todavia no tuviera bato ,"tuviera,",1,1,0,1,1,1,0,1
1182,127,1,Esta foto no mams ,,1,1,1,0,1,1,0,1
1212,128,1,Eres una basura  ,,1,1,0,0,2,2,0,1
1209,128,1,Pero si te jode no te lo dare ,"jode,",1,1,0,1,2,2,0,1
1208,128,2,Ok adios ,,0,0,0,0,2,2,0,1
1207,128,1,El dinero me vale verga ,,1,1,0,0,2,2,0,1
1205,128,2,Hasta hace poco creia que tendria algo bueno contigo ,"creia,",0,0,0,1,2,2,0,1
1204,128,1,VETE A LA VERGA ,,1,1,0,0,2,2,0,1
1203,128,1,Hasta crees que boy a querer algo tuyo ,,1,1,0,0,2,2,0,1
1201,128,1,Con tu dinero me limpio el qlo ,"limpio,qlo,",1,1,0,2,2,2,0,1
1198,128,2,Desde un principio ,"principio,",0,0,0,1,2,2,0,1
1197,128,1,VETE A LA VERGA ,,1,1,0,0,2,2,0,1
1196,128,2,Son tantas cosas que me da hueva ,"hueva,",1,1,0,1,2,2,0,1
1195,128,2,Sabes tu tampoco fuiste lo mejor para nada ,,1,1,0,0,2,2,0,1
1193,128,2,Pero meh es pura cura ,"meh,",0,0,0,1,2,2,0,1
1192,128,2,caritai ,,0,0,0,0,2,2,0,1
1191,128,2,Me puedes pasar mi dinero aqui por favor ,,0,0,0,0,2,2,0,1
1190,128,2,Igual no se que hayas visto pero por algo no lo bore ,"bore,",0,0,0,1,2,2,0,1
1189,128,2,Ok adios ,,0,0,0,0,2,2,0,1
1188,128,1,Esto no es un jaja esto ya se acabo definitivamente eres un puto cerdo de lo peor desearia no a verte conocido nunca me gustaste por diferente y me saliste peor Lo de ayer estabamos jugando jamas deviste dejas abierto tu fb en mi cel jamas te quiero volver a ver ,"definitivamente,desearia,conocido,gustaste,estabamos,jugando,deviste,dejas,cel,",1,1,1,9,2,2,0,1
1219,129,1,ExPor ,,0,0,0,0,2,2,0,1
1218,129,1,Por que tu novia esta bien pendeja y los sabes ,,1,1,0,0,2,2,0,1
1216,129,1,Minimo ya no estaras desperado por que la otra mora quiere que vayas por ela caritaTriste ,"desperado,",1,1,1,1,2,2,0,1
1226,131,1,[img126] ,,1,1,0,0,1,1,0,1
1235,132,2,Pero no te la estoy tirandoya se que no te gustonomas comentaba ,"tirandoya,gustonomas,comentaba,",1,1,0,3,2,2,0,1
1231,132,1,Pero a qui no pega nadacaritaFeliz ,,1,1,0,0,2,2,0,1
1227,132,1,Pero soy bien ogete caritaFeliz ,"ogete,",1,1,1,1,2,2,0,1
1238,133,2,Baila bien culero ,,1,1,1,0,2,2,0,1
1241,134,2,caritai ,,0,0,0,0,2,2,0,1
1245,135,1,Que amables son ,"amables,",0,0,0,1,2,2,0,1
1244,135,1,caritao ,,1,1,1,0,2,2,0,1
1243,135,1,Hay tarea¿ ,,0,0,0,0,2,2,0,1
1247,136,2,La profe ,,1,1,0,0,1,1,0,1
1250,137,2,[img1250] ,,0,0,0,0,2,2,0,1
1248,137,1,Que mierda eres ,,1,1,1,0,2,2,0,1
1263,138,2,Bueno caritaTriste ,,1,1,0,0,2,1,1,1
1261,138,2,Ya caritaTriste ,,0,0,0,0,2,1,1,1
1259,138,2,Yo hare eso ,,0,0,0,0,2,1,1,1
1257,138,2,Chale porque tanto ,,1,1,1,0,2,1,1,1
1255,138,2,Neta :o  Y a que hora entras ,,0,0,0,0,2,1,1,1
1254,138,1,Hasta el lunes ,,0,0,0,0,2,1,1,1
1270,139,2,Hola mor ,,0,0,0,0,2,1,1,1
1269,139,2,Que haces ,,0,0,0,0,2,1,1,1
1267,139,2,Saca las cheves ,"cheves,",1,1,1,1,2,1,1,1
1265,139,1,No tienes una mochila que me prestes ,,0,0,0,0,2,1,1,1
1264,139,2,Eu ,,0,0,0,0,2,1,1,1
1277,140,1,Que onda mor ,,0,0,0,0,2,1,1,1
1274,140,1,Como estas ,,0,0,0,0,2,1,1,1
1273,140,1,Que sexy ,"sexy,",1,1,1,1,2,1,1,1
1284,141,1,Es cierto jaja ,,1,1,0,0,2,1,1,1
1283,141,1,Que te valga caritaFeliz ,,1,1,0,0,2,1,1,1
1282,141,2,Quien hecho mentiras caritaFeliz ,"mentiras,",0,0,0,1,2,1,1,1
1281,141,1,jaja me dijeron que nel ,,1,1,0,0,2,1,1,1
1280,141,2,jaja si me bano ,,0,0,0,0,2,1,1,1
1291,142,2,Una madre carnal si la piensas tramar dejate venir pinche vorat ,"tramar,vorat,",1,1,0,2,2,2,0,1
1290,142,1,Ah muy vergas ,,1,1,0,0,2,2,0,1
1289,142,2,Dimelo en la cara a ver ,,1,1,0,0,2,2,0,1
1288,142,1,Calate pedazo de mierda ,,1,1,0,0,2,2,0,1
1286,142,2,Ven y dimelo wey tu a mi me la pPorPorPorPor ,,1,1,0,0,2,2,0,1
1285,142,1,Naco y GANSILO ,,1,1,1,0,2,2,0,1
1300,143,1,I ,,1,1,0,0,2,1,1,1
1296,143,2,caritao ,,0,0,0,0,2,1,1,1
1292,143,1,Ey raisputia ,"raisputia,",1,1,1,1,2,1,1,1
1315,145,1,caritai ,,0,0,0,0,2,1,1,1
1311,145,2,caritai ,,1,1,0,0,2,1,1,1
1310,145,1,Mm ni pa eso eres bueno ,,1,1,0,0,2,1,1,1
1320,146,1,caritai ,,1,1,0,0,2,1,1,1
1319,146,2,caritae ,,1,1,0,0,2,1,1,1
1316,146,1,Y luego estas bien chaparita se te hace todavia mas grande caritaFeliz ,"chaparita,",1,1,1,1,2,1,1,1
1328,147,2,Andas bien malila por un culo o que ,"malila,",1,1,0,1,2,2,0,1
1327,147,1,Saco los culos verga ,,1,1,0,0,2,2,0,1
1324,147,1,Que de que pendejo ,,1,1,0,0,2,2,0,1
1323,147,2,Que wei ,,1,1,0,0,2,2,0,1
1334,148,1,jaja es la petricholi ,"petricholi,",1,1,0,1,2,1,1,1
1333,148,2,[img13] ,,1,1,0,0,2,1,1,1
1332,148,2,Solo te dejo de hablar y ya ,,1,1,0,0,2,1,1,1
1331,148,2,Para nada ,,0,0,0,0,2,1,1,1
1343,149,1,Asi que andate con cuidado porque donde te vea te voy a clavar puto ,"andate,cuidado,clavar,",1,1,0,3,1,1,0,1
1340,149,1,Pinche lagartija parada donde te vea ya te dije ,"lagartija,parada,",1,1,0,2,1,1,0,1
1339,149,1,Pinche vato joto we a ver porque a mi no me dices nada puto mierda metete con uno de tu tamano ,"tamano,",1,1,0,1,1,1,0,1
1338,149,1,Donde te vea te voy a partir la cara pendejo ,,1,1,0,0,1,1,0,1
1336,149,1,Pinche esqueleto ,"esqueleto,",1,1,0,1,1,1,0,1
1335,149,1,Ey puto ,,1,1,1,0,1,1,0,1
1351,150,1,Al chile que sibpa ,"chile,sibpa,",1,1,0,2,2,2,0,1
1348,150,2,Hey pa manana no tengo clases ,,0,0,0,0,2,2,0,1
1347,150,2,187,"187,",0,0,0,1,2,2,0,1
1345,150,1,Nomames cuanto mides pueka ,"mides,pueka,",1,1,1,2,2,2,0,1
1344,150,1,jaja este we ,,1,1,0,0,2,2,0,1
1360,151,3,caritaj ,,0,0,0,0,3,0,3,4
1359,151,1,Es mas hare otro bay ,,1,1,0,0,3,0,3,4
1355,151,2,Y a todos alv caritaFeliz ,,1,1,0,0,3,0,3,4
1353,151,2,caritae ,,1,1,0,0,3,0,3,4
1352,151,1,jaja ya se pero las saque por que nunca miran nada de todos modos ,"saque,",1,1,1,1,3,0,3,4
1368,154,1,No le dara pena subir eso ,"pena,",1,1,0,1,3,1,2,3
1367,154,1,No manches esta enseñando todo exageradamente ,"exageradamente,",1,1,0,1,3,1,2,3
1365,154,2,Asco enseñando todo ,,1,1,0,0,3,1,2,3
1363,154,1,[img1363] ,,1,1,1,0,3,1,2,3
1376,155,1,No entras en la cura ,,1,1,0,0,2,1,1,3
1375,155,1,Ey que mamon pero caritaTriste ,,1,1,0,0,2,1,1,3
1373,155,2,caritai ,,1,1,0,0,2,1,1,3
1372,155,2,Aah dile a ese we que no sesta paro ,"sesta,",1,1,0,1,2,1,1,3
1379,156,1,Te sentaste en nuestra cama zora y te brindamos amistad mataste dos pajaros de un tiro no ,"sentaste,cama,brindamos,amistad,mataste,pajaros,tiro,",1,1,1,7,1,0,1,1
1387,157,4,Pero si tu ya traes el chamuco asi no cuenta caritaTriste ,"chamuco,",1,1,0,1,4,0,4,3
1386,157,1,caritae ,,0,0,0,0,4,0,4,3
1385,157,1,caritar ,,1,1,0,0,4,0,4,3
1389,158,1,[img1389] ,,1,1,0,0,1,0,1,1
1400,159,2,Pendeja ya entendi ,,1,1,0,0,3,0,3,3
1399,159,3,Es que me da miedo caritaFeliz ,,1,1,0,0,3,0,3,3
1398,159,3,caritae ,,1,1,0,0,3,0,3,3
1395,159,2,Ya sabes ,,0,0,0,0,3,0,3,3
1394,159,2,Yo brinco ,"brinco,",0,0,0,1,3,0,3,3
1393,159,2,Yo te defiendo lany ,"defiendo,",0,0,0,1,3,0,3,3
1408,160,1,caritai ,,0,0,0,0,5,0,5,4
1407,160,3,Que paso o que caritaTriste  ,,0,0,0,0,5,0,5,4
1405,160,1,Alguien que haya reprobado ,"reprobado,",0,0,0,1,5,0,5,4
1403,160,2,Mande mamacita ,"mamacita,",0,0,0,1,5,0,5,4
1417,161,4,Puti carila manana ,"carila,",1,1,0,1,5,0,5,3
1416,161,6,Que pera ,,1,1,0,0,5,0,5,3
1414,161,4,caritao ,,0,0,0,0,5,0,5,3
1411,161,1,Andas con todo bada ,"bada,",0,0,1,1,5,0,5,3
1435,163,5,caritai ,,1,1,0,0,5,0,5,3
1434,163,4,caritax ,,1,1,0,0,5,0,5,3
1433,163,2,Pues que te dire [@usuario3]… ,,1,1,0,0,5,0,5,3
1430,163,2,jaja ,,1,1,0,0,5,0,5,3
1428,163,1,Esta rarilo caritaTriste ,"rarilo,",1,1,1,1,5,0,5,3
1444,164,3,caritae ,,1,1,0,0,3,0,3,4
1443,164,2,caritae ,,1,1,0,0,3,0,3,4
1442,164,3,caritaTriste ,,0,0,0,0,3,0,3,4
